# time (s), x(cm), y(cm)
0,10.5,10.2
0.11,7.7,8.1
0.18,8.4,8.2
0.24,7.6,8.6
0.3,7.3,8.7
0.36,7.4,8.7
0.43,7.2,8.4
0.49,7.4,7.8
0.55,7.5,7.6
0.62,7.4,7.5
0.68,6.8,7.6
0.74,7.1,7.9
0.81,7.3,8
0.87,7.4,7.8
0.93,7.9,8
0.99,8.4,7.8
1.06,8.9,7.5
1.12,9.1,7.4
1.18,8.9,7.8
1.31,8.1,7.3
1.37,8.3,7.2
1.43,7.4,8.6
1.5,8,8.7
1.56,8.7,7.9
1.63,8.8,7.8
1.69,7.2,8
1.75,9.8,8.1
1.81,9.9,9
1.88,10.3,9.2
1.94,11.1,9
2,11.3,8.9
2.07,11.7,8.7
2.13,12.1,8.9
2.19,12.1,9
2.26,12,9
2.38,12,9.6
2.44,12.5,9.9
2.51,12.6,10.4
2.57,12.7,10.9
2.63,13.1,11.5
2.69,13.1,12.5
2.75,12.9,13.2
2.82,13,13.7
2.88,13.3,14.6
2.94,12.6,14.6
3.01,12.8,15.4
3.07,12.8,15.9
3.13,11.7,16.6
3.19,11.9,17
3.26,11.5,17
3.32,11.5,17.6
3.38,10.9,17.2
3.45,10.4,17.1
3.51,10,18.1
3.57,9.4,20
3.63,8.6,19.2
3.7,7.8,19.5
3.76,7.3,20
3.82,7.3,20.2
3.88,6.9,19.9
3.95,6.1,19.9
4.01,5.7,20.3
4.07,5.4,20.5
4.14,5.5,20.6
4.2,5.8,20.7
4.26,5.6,20.4
4.33,5.4,20.6
4.39,5.6,20.6
4.45,5.6,20.6
4.58,5.5,20.6
4.64,5.7,20.5
4.71,5.8,20.3
4.77,5.2,19.9
4.83,4.9,19.4
4.89,4.3,19.3
4.96,4.3,19.7
5.02,4,20.5
5.08,4.2,21.1
5.15,4.5,21.1
5.21,4.1,20.4
5.27,4.7,19.4
5.34,4.2,20.4
5.4,4,20.7
5.46,4,20.8
5.52,4.7,21.4
5.59,4.9,22
5.65,5.5,22.4
5.71,6.3,23.1
5.78,6.8,23.9
5.84,7.1,24.4
5.91,7,25.2
5.97,7.2,25.6
6.03,7.3,26
6.1,7.1,26.4
6.16,7.9,26.9
6.22,7.8,27.9
6.28,7.5,29.1
6.34,6.2,30.2
6.41,6.6,30.8
6.47,6.6,31
6.53,6.6,31.1
6.59,7,31.3
6.66,7.1,31.1
6.72,7.6,30.2
6.78,7,31
6.85,6.1,32.3
6.91,5.3,33.9
6.97,6.8,31.2
7.03,7.1,30.3
7.1,7.2,29.8
7.16,7.3,29.9
7.22,6.1,31.9
7.41,6.1,32.1
7.47,6,32.2
7.53,6.1,32.2
7.59,6,32.2
7.66,6,32.5
7.72,6,32.9
7.78,5.9,32.9
7.85,6.1,32.8
7.91,6.5,32.1
7.97,7,34
8.19,7.2,34.6
8.25,7.3,35.2
8.32,7.2,35.7
8.38,7.6,35.8
8.44,7.6,35.9
8.57,8.2,36.4
8.63,8.2,37
8.69,8.5,37.7
8.76,8.7,39.4
8.82,8.6,41.1
8.88,7.4,40.9
8.95,8.2,41.1
9.01,8.5,40.9
9.07,8.5,40.8
9.13,8.3,40.9
9.2,7.8,41
9.26,8,40.9
9.32,8,41
9.38,8.1,41.1
9.45,6.6,40.1
9.51,6.4,40.1
9.57,5.9,42
9.63,6.3,40.9
9.69,6.2,41.2
9.76,6.1,41.1
9.82,5.5,41.2
9.88,5.8,40.4
9.95,5,41.1
10.01,5.1,41.2
10.07,4.6,41.2
10.13,6.2,41
10.2,5.2,41.2
10.26,5.2,41
10.32,5.2,40.8
10.38,5.1,40.6
10.44,5.2,40.8
10.51,5.1,41.1
10.57,5,41.4
10.63,5.2,41
10.69,5.4,41
10.76,5.2,40.8
10.82,4.5,40.7
10.88,4.5,40.7
11.01,4.7,41.3
11.07,4.7,41.8
11.14,4.5,42
11.2,4.5,42.1
11.26,4.3,41.9
11.33,4.1,41.8
11.39,3.8,41.6
11.45,3.6,41.6
11.52,3.3,41.7
11.58,2.9,41.6
11.64,3.4,41.9
11.7,3.8,42.2
11.77,4.2,42.4
11.83,3.9,42.5
11.89,3.6,42.4
11.96,5.1,41.9
12.02,2.4,41.7
12.08,2,42
12.14,2.2,42.5
12.21,1.9,42.2
12.27,2,42.2
12.33,2.2,42.5
12.44,1,43.2
12.53,1.1,43.2
12.61,1.1,43.2
12.83,1.1,43.2
12.83,1.1,43.2
13.11,2.2,44.7
13.11,2.2,44.7
13.28,2.6,45.3
13.35,2.6,45.6
13.41,2.4,46.2
13.47,1.9,47.2
13.53,2,47.6
13.6,5.3,43.3
13.66,3.2,49
13.72,-0.9,50.1
13.79,3.2,50.1
13.85,3.1,50.9
13.91,3.4,51.2
14.04,3.8,52.3
14.1,4,53
14.17,4.4,53.3
14.23,5,54
14.29,5,55.2
14.35,5.1,55.7
14.42,5.6,56.4
14.48,5.4,57.2
14.54,5.2,57.4
14.61,4.7,56.6
14.67,3.9,56
14.73,3.1,55.6
14.8,4.5,55.9
14.86,3.1,57.9
14.92,3.9,57.4
14.98,4.2,57.5
15.05,4,57.7
15.11,4,57.7
15.17,3.8,57.9
15.24,3.1,58.4
15.3,3.2,58.5
15.36,3.3,58.6
15.42,3.1,59.3
15.49,3.2,59.2
15.55,2.7,60
15.61,2.9,60.9
15.68,2.6,61.1
15.74,2,61.1
15.8,1.8,61.2
15.87,1.6,61.3
15.93,1.7,61.5
15.99,1.6,61.9
16.05,2.5,62.3
16.12,2.5,63.2
16.18,2.9,63.6
16.24,3.6,64.4
16.31,2.7,65.3
16.37,3.1,65.6
16.43,3.4,66
16.49,3.6,67
16.56,3.8,67.6
16.62,4.2,67.8
16.68,4.1,68.2
16.74,4.6,68.6
16.81,4.6,70.3
16.87,4.3,70.5
16.93,5.1,72.1
17,4.7,72.6
17.06,4.5,73.1
17.12,4.6,73.5
17.19,4.5,73.8
17.25,4.3,74.3
17.31,3.6,74.8
17.37,3,75.5
17.44,2.8,75.7
17.5,2.8,75.9
17.56,3.2,76
17.63,3.7,76
17.69,3.5,76.4
17.75,3.5,76.4
17.99,6.2,76
18.05,6.3,76.1
18.11,6.1,76.4
18.17,4.7,76.5
18.23,4.6,76.5
18.3,4.5,76.6
18.36,4.4,76.7
18.55,3.3,77.1
18.61,2.1,77.4
18.67,2.6,77.3
19.37,1.8,76.1
19.87,2.5,75.9
19.93,2.6,76.7
19.99,2.9,76.6
20.06,2.8,77.4
20.18,3.9,77.1
20.25,4.6,77.4
20.31,5.4,77.8
20.37,5.5,77.9
20.43,6.4,78.6
20.5,6.5,78.7
20.56,6.3,78.4
20.62,7.4,77
20.69,8.6,75.3
20.75,8.6,77.6
20.83,8.8,77.2
20.92,9.5,77.6
20.98,10.2,78
21.09,10.2,78
21.09,12.4,76.2
21.31,12.4,76.2
21.31,13.3,75.6
21.44,13.6,75.7
21.5,13.7,75.7
21.57,14.1,75.7
21.63,14.1,75.8
21.69,14.5,75.6
21.75,15,75.7
21.82,15.4,75.7
21.88,15.5,75.1
21.94,15.6,74.5
22.01,15.4,74.1
22.08,16.5,73.4
22.22,16.5,73.3
22.29,16.7,72.8
22.35,16.8,72.9
22.41,16.7,73.3
22.47,16.6,73.8
22.54,16.4,74.5
22.6,16.3,74.9
22.66,16.5,75.4
22.73,16.7,76.1
22.79,16.7,76.7
22.9,17.6,76.3
22.96,18,76.3
23.02,18,76.3
23.16,17,77.3
23.23,16.4,77.4
23.29,15.8,77.6
23.35,15,83
23.45,15,83
23.45,15,83
23.45,17.1,76.2
23.7,17.2,77
23.76,17.1,77.1
23.82,17.7,77.5
23.88,18.5,78
23.95,18.3,78
24.01,18.5,78.3
24.08,19.3,78.9
24.14,20.4,79
24.2,20.4,79
24.26,20.2,79.1
24.33,20.2,79.2
24.39,21.5,79.2
24.45,21.7,78.9
24.51,21.7,79
24.58,21.7,78.9
24.64,22.1,78.6
24.7,22.9,78
24.77,23.2,77.6
24.83,23.5,77.8
24.89,24,77.9
24.95,24.4,77.4
25.01,25.1,77.3
25.08,25.2,77.2
25.14,25.5,77.1
25.2,25.5,77.4
25.26,26.3,77.7
25.33,26.4,77.6
25.39,26.8,77.3
25.45,27.1,77.5
25.52,27.3,77.2
25.58,27.6,77.2
25.64,28.1,77.8
25.7,28.3,77.5
25.76,28.9,77.5
25.83,29.6,77.7
25.89,29.8,77.8
25.95,30.6,77.8
26.02,31.7,77.8
26.08,31.9,78
26.14,31.7,78.3
26.2,31.9,78
26.27,32.2,77.7
26.33,32.6,78
26.39,32.8,78.1
26.52,33.4,77.6
26.58,34.3,77.5
26.64,34.5,77.4
26.71,35.1,77.9
26.77,35.2,78
26.83,35.2,78.1
26.9,35.8,77.9
26.96,36.6,78
27.02,36.5,78
27.08,37.1,77.8
27.15,37.6,77.8
27.21,37.6,78.1
27.27,37.9,77.9
27.33,38.9,77.6
27.4,39.6,77.8
27.46,40.1,77.5
27.52,40.9,77.7
27.58,40.7,78.3
27.65,41.8,77.8
27.71,42.8,77.9
27.77,43.2,78.1
27.84,44,78.2
27.9,44.3,78.4
27.96,44.6,78.5
28.02,45,78.3
28.09,45.3,78.1
28.15,45.5,78
28.21,46.3,78.1
28.28,46.5,77.9
28.34,46.7,77.8
28.4,47,78.1
28.46,47.1,78.5
28.52,47.2,78.3
28.59,47.6,77.9
28.65,48.2,77.7
28.71,48.9,77.9
28.78,49,77.9
28.84,49.3,77.7
28.9,49.9,77.9
28.96,50,78
29.02,50.5,77.8
29.02,51.1,77.7
29.1,51.6,77.5
29.16,51.7,77.3
29.23,52,77.5
29.29,52.5,77.6
29.35,52.6,77.5
29.42,52.5,77.6
29.48,53.3,77.7
29.54,54.1,77.5
29.6,54.5,77.3
29.67,54.5,77.5
29.73,54.8,77.8
